Protein A	Protein B	Rank
NMDZ1_HUMAN	2ABA_HUMAN	5-star
NMDZ1_HUMAN	HNRPU_HUMAN	5-star
NMDZ1_HUMAN	HSP71_HUMAN	5-star
NMDZ1_HUMAN	SYGP1_HUMAN	5-star
NMDZ1_HUMAN	TRAF3_HUMAN	5-star
NMDZ1_HUMAN	BSN_HUMAN	5-star
NMDZ1_HUMAN	DLG2_HUMAN	5-star
NMDZ1_HUMAN	DLG3_HUMAN	5-star
NMDZ1_HUMAN	EPHB4_HUMAN	5-star
NMDZ1_HUMAN	DLGP1_HUMAN	5-star
NMDZ1_HUMAN	PP2BA_HUMAN	5-star
NMDZ1_HUMAN	K6PL_HUMAN	5-star
NMDZ1_HUMAN	SLMAP_HUMAN	5-star
NMDZ1_HUMAN	TP53B_HUMAN	5-star
NMDZ1_HUMAN	NFL_HUMAN	5-star
NMDZ1_HUMAN	TPA_HUMAN	5-star
NMDZ1_HUMAN	DP13A_HUMAN	5-star
NMDZ1_HUMAN	NMDE2_HUMAN	5-star
NMDZ1_HUMAN	2AAA_HUMAN	5-star
NMDZ1_HUMAN	DLGP4_HUMAN	5-star
NMDZ1_HUMAN	NANO1_HUMAN	5-star
NMDZ1_HUMAN	MTAP2_HUMAN	5-star
NMDZ1_HUMAN	DLG4_HUMAN	5-star
NMDZ1_HUMAN	GRM1_HUMAN	5-star
NMDZ1_HUMAN	NSF_HUMAN	5-star
NMDZ1_HUMAN	HOME1_HUMAN	5-star
NMDZ1_HUMAN	SRC_HUMAN	5-star
NMDZ1_HUMAN	RAC1_HUMAN	5-star
NMDZ1_HUMAN	NU2M_HUMAN	5-star
NMDZ1_HUMAN	ERBB4_HUMAN	5-star
NMDZ1_HUMAN	KAP3_HUMAN	5-star
NMDZ1_HUMAN	MYH10_HUMAN	5-star
NMDZ1_HUMAN	PA24A_HUMAN	5-star
NMDZ1_HUMAN	ARC_HUMAN	5-star
NMDZ1_HUMAN	PTN11_HUMAN	5-star
NMDZ1_HUMAN	MK01_HUMAN	5-star
NMDZ1_HUMAN	MK03_HUMAN	5-star
NMDZ1_HUMAN	SRC8_HUMAN	5-star
NMDZ1_HUMAN	SHAN2_HUMAN	5-star
NMDZ1_HUMAN	TBA1A_HUMAN	5-star
NMDZ1_HUMAN	FAK2_HUMAN	5-star
NMDZ1_HUMAN	KLC2_HUMAN	5-star
NMDZ1_HUMAN	MP2K1_HUMAN	5-star
NMDZ1_HUMAN	ODP2_HUMAN	5-star
NMDZ1_HUMAN	RAF1_HUMAN	5-star
NMDZ1_HUMAN	PAXB1_HUMAN	5-star
NMDZ1_HUMAN	A16L1_HUMAN	5-star
NMDZ1_HUMAN	DSG1_HUMAN	5-star
NMDZ1_HUMAN	PLCG1_HUMAN	5-star
NMDZ1_HUMAN	PPP5_HUMAN	5-star
NMDZ1_HUMAN	PTN5_HUMAN	5-star
NMDZ1_HUMAN	KAPCA_HUMAN	5-star
NMDZ1_HUMAN	PP1G_HUMAN	5-star
NMDZ1_HUMAN	PP2AA_HUMAN	5-star
NMDZ1_HUMAN	PLCB4_HUMAN	5-star
NMDZ1_HUMAN	CCG2_HUMAN	5-star
NMDZ1_HUMAN	NMDE4_HUMAN	5-star
NMDZ1_HUMAN	KPCA_HUMAN	5-star
NMDZ1_HUMAN	CCG7_HUMAN	5-star
NOS1_HUMAN	CAPON_HUMAN	5-star
NOS1_HUMAN	UBC_HUMAN	5-star
NOS1_HUMAN	ZDH23_HUMAN	5-star
NOS1_HUMAN	CALM_HUMAN	5-star
NOS1_HUMAN	SUMO1_HUMAN	5-star
NOS1_HUMAN	VAC14_HUMAN	5-star
NOS1_HUMAN	ADA1A_HUMAN	5-star
NOS1_HUMAN	ADA1D_HUMAN	5-star
NOS1_HUMAN	NOS1_HUMAN	5-star
NOS1_HUMAN	SNTA1_HUMAN	5-star
NOS1_HUMAN	AT2B4_HUMAN	5-star
NOS1_HUMAN	KCC1A_HUMAN	5-star
NOS1_HUMAN	SYN1_HUMAN	5-star
NOS1_HUMAN	ARGI1_HUMAN	5-star
NOS1_HUMAN	KCC4_HUMAN	5-star
NOS1_HUMAN	KAPCA_HUMAN	5-star
NOS1_HUMAN	CHIP_HUMAN	5-star
NOS1_HUMAN	BKRB2_HUMAN	5-star
NOS1_HUMAN	K6PF_HUMAN	5-star
NOS1_HUMAN	HSP74_HUMAN	5-star
NOS1_HUMAN	NOSIP_HUMAN	5-star
NOS1_HUMAN	NS2D_HUMAN	5-star
NOS1_HUMAN	NOS3_HUMAN	5-star
NOS1_HUMAN	ADRB2_HUMAN	5-star
NOS1_HUMAN	ADA1B_HUMAN	5-star
NOS1_HUMAN	ADRB1_HUMAN	5-star
NOS1_HUMAN	DLGP2_HUMAN	5-star
NOS1_HUMAN	DLG4_HUMAN	5-star
NOS1_HUMAN	HS90A_HUMAN	5-star
NOS1_HUMAN	CAV3_HUMAN	5-star
NOS1_HUMAN	DLG2_HUMAN	5-star
NOS1_HUMAN	PTN6_HUMAN	5-star
NOS1_HUMAN	KCC2A_HUMAN	5-star
NOS1_HUMAN	RASD1_HUMAN	5-star
NOS1_HUMAN	NMDE2_HUMAN	5-star
NOS1_HUMAN	HMOX1_HUMAN	5-star
NOS1_HUMAN	DYL1_HUMAN	5-star
NOS1_HUMAN	CTBP1_HUMAN	5-star
NOS1_HUMAN	CALL3_HUMAN	5-star
NOS1_HUMAN	CALL5_HUMAN	5-star
NOS1_HUMAN	CALL6_HUMAN	5-star
NOS1_HUMAN	PTPRN_HUMAN	5-star
NOS1_HUMAN	KPCA_HUMAN	5-star
NOS1_HUMAN	NOS2_HUMAN	5-star
NOS1_HUMAN	ADC_HUMAN	5-star
NOS1_HUMAN	ARLY_HUMAN	5-star
NOS1_HUMAN	RYR2_HUMAN	5-star
NOS1_HUMAN	ASSY_HUMAN	5-star
NOS1_HUMAN	OTC_HUMAN	5-star
NOS1_HUMAN	ARGI2_HUMAN	5-star
NOS1_HUMAN	GATM_HUMAN	5-star
NOS1_HUMAN	KAP0_HUMAN	5-star
NOS1_HUMAN	LOXL1_HUMAN	5-star
NOS1_HUMAN	LOXL2_HUMAN	5-star
NOS1_HUMAN	LOXL3_HUMAN	5-star
NOS1_HUMAN	LOXL4_HUMAN	5-star
NOS1_HUMAN	SYR_HUMAN	5-star
NU5M_HUMAN	YMEL1_HUMAN	5-star
OGG1_HUMAN	JUN_HUMAN	5-star
OGG1_HUMAN	IMB1_HUMAN	5-star
OGG1_HUMAN	IMA7_HUMAN	5-star
OGG1_HUMAN	SCG1_HUMAN	5-star
OGG1_HUMAN	OGG1_HUMAN	5-star
OGG1_HUMAN	APEX1_HUMAN	5-star
OGG1_HUMAN	XPC_HUMAN	5-star
OGG1_HUMAN	PARP1_HUMAN	5-star
OGG1_HUMAN	XRCC1_HUMAN	5-star
OGG1_HUMAN	KPCA_HUMAN	5-star
OGG1_HUMAN	ERCC8_HUMAN	5-star
OGG1_HUMAN	ERCC6_HUMAN	5-star
OGG1_HUMAN	POLI_HUMAN	5-star
OGG1_HUMAN	NTHL1_HUMAN	5-star
P53_HUMAN	ANXA3_HUMAN	5-star
P53_HUMAN	APTX_HUMAN	5-star
P53_HUMAN	ARI2_HUMAN	5-star
P53_HUMAN	ARI3A_HUMAN	5-star
P53_HUMAN	ARL3_HUMAN	5-star
P53_HUMAN	ASPP2_HUMAN	5-star
P53_HUMAN	ATR_HUMAN	5-star
P53_HUMAN	AURKA_HUMAN	5-star
P53_HUMAN	AXIN1_HUMAN	5-star
P53_HUMAN	B2CL1_HUMAN	5-star
P53_HUMAN	BAK_HUMAN	5-star
P53_HUMAN	BANP_HUMAN	5-star
P53_HUMAN	BAX_HUMAN	5-star
P53_HUMAN	BCR_HUMAN	5-star
P53_HUMAN	BRCA1_HUMAN	5-star
P53_HUMAN	BRE1A_HUMAN	5-star
P53_HUMAN	BTBD2_HUMAN	5-star
P53_HUMAN	CC106_HUMAN	5-star
P53_HUMAN	CC14A_HUMAN	5-star
P53_HUMAN	CC14B_HUMAN	5-star
P53_HUMAN	CCL18_HUMAN	5-star
P53_HUMAN	CD2A1_HUMAN	5-star
P53_HUMAN	CD2A2_HUMAN	5-star
P53_HUMAN	CDC42_HUMAN	5-star
P53_HUMAN	CDK5_HUMAN	5-star
P53_HUMAN	CHIP_HUMAN	5-star
P53_HUMAN	COX17_HUMAN	5-star
P53_HUMAN	CREB1_HUMAN	5-star
P53_HUMAN	CSK21_HUMAN	5-star
P53_HUMAN	CSN5_HUMAN	5-star
P53_HUMAN	CUL7_HUMAN	5-star
P53_HUMAN	CUL9_HUMAN	5-star
P53_HUMAN	DYR_HUMAN	5-star
P53_HUMAN	E4F1_HUMAN	5-star
P53_HUMAN	EP300_HUMAN	5-star
P53_HUMAN	ERH_HUMAN	5-star
P53_HUMAN	FAK1_HUMAN	5-star
P53_HUMAN	FBX11_HUMAN	5-star
P53_HUMAN	FXYD6_HUMAN	5-star
P53_HUMAN	GNL3_HUMAN	5-star
P53_HUMAN	GSTM4_HUMAN	5-star
P53_HUMAN	HABP4_HUMAN	5-star
P53_HUMAN	HDAC2_HUMAN	5-star
P53_HUMAN	HIF1A_HUMAN	5-star
P53_HUMAN	HMGB1_HUMAN	5-star
P53_HUMAN	HNRPK_HUMAN	5-star
P53_HUMAN	HUWE1_HUMAN	5-star
P53_HUMAN	IF2B_HUMAN	5-star
P53_HUMAN	ING4_HUMAN	5-star
P53_HUMAN	ING5_HUMAN	5-star
P53_HUMAN	IPYR_HUMAN	5-star
P53_HUMAN	KAT2B_HUMAN	5-star
P53_HUMAN	KAT5_HUMAN	5-star
P53_HUMAN	KAT8_HUMAN	5-star
P53_HUMAN	KDM1A_HUMAN	5-star
P53_HUMAN	LMBL1_HUMAN	5-star
P53_HUMAN	MAGA2_HUMAN	5-star
P53_HUMAN	MAPK5_HUMAN	5-star
P53_HUMAN	MD2BP_HUMAN	5-star
P53_HUMAN	MDM2_HUMAN	5-star
P53_HUMAN	MED17_HUMAN	5-star
P53_HUMAN	MED1_HUMAN	5-star
P53_HUMAN	MK01_HUMAN	5-star
P53_HUMAN	MPH6_HUMAN	5-star
P53_HUMAN	MTA2_HUMAN	5-star
P53_HUMAN	NEDD8_HUMAN	5-star
P53_HUMAN	NFYB_HUMAN	5-star
P53_HUMAN	NOC2L_HUMAN	5-star
P53_HUMAN	NPM_HUMAN	5-star
P53_HUMAN	NR0B2_HUMAN	5-star
P53_HUMAN	NR4A1_HUMAN	5-star
P53_HUMAN	OTUB1_HUMAN	5-star
P53_HUMAN	OTUD5_HUMAN	5-star
P53_HUMAN	P53_HUMAN	5-star
P53_HUMAN	P63_HUMAN	5-star
P53_HUMAN	PA1B3_HUMAN	5-star
P53_HUMAN	PADI4_HUMAN	5-star
P53_HUMAN	PIAS2_HUMAN	5-star
P53_HUMAN	PLAL1_HUMAN	5-star
P53_HUMAN	PP1G_HUMAN	5-star
P53_HUMAN	PRKRA_HUMAN	5-star
P53_HUMAN	PSME3_HUMAN	5-star
P53_HUMAN	QORX_HUMAN	5-star
P53_HUMAN	RAB4A_HUMAN	5-star
P53_HUMAN	RBCC1_HUMAN	5-star
P53_HUMAN	RFWD2_HUMAN	5-star
P53_HUMAN	RFWD3_HUMAN	5-star
P53_HUMAN	RIR2B_HUMAN	5-star
P53_HUMAN	S10A8_HUMAN	5-star
P53_HUMAN	SAT1_HUMAN	5-star
P53_HUMAN	SETD7_HUMAN	5-star
P53_HUMAN	SIR1_HUMAN	5-star
P53_HUMAN	SMAD2_HUMAN	5-star
P53_HUMAN	SMAD3_HUMAN	5-star
P53_HUMAN	SMN_HUMAN	5-star
P53_HUMAN	SMYD2_HUMAN	5-star
P53_HUMAN	SOX4_HUMAN	5-star
P53_HUMAN	SPB9_HUMAN	5-star
P53_HUMAN	ST1E1_HUMAN	5-star
P53_HUMAN	STX5_HUMAN	5-star
P53_HUMAN	SUMO2_HUMAN	5-star
P53_HUMAN	SYVN1_HUMAN	5-star
P53_HUMAN	T53I1_HUMAN	5-star
P53_HUMAN	TADA3_HUMAN	5-star
P53_HUMAN	TCPE_HUMAN	5-star
P53_HUMAN	TEP1_HUMAN	5-star
P53_HUMAN	TFDP1_HUMAN	5-star
P53_HUMAN	THAP8_HUMAN	5-star
P53_HUMAN	THB_HUMAN	5-star
P53_HUMAN	TIF1B_HUMAN	5-star
P53_HUMAN	TOPRS_HUMAN	5-star
P53_HUMAN	TP53B_HUMAN	5-star
P53_HUMAN	TWST1_HUMAN	5-star
P53_HUMAN	TYY1_HUMAN	5-star
P53_HUMAN	UBB_HUMAN	5-star
P53_HUMAN	UBC9_HUMAN	5-star
P53_HUMAN	UBC_HUMAN	5-star
P53_HUMAN	UBE2K_HUMAN	5-star
P53_HUMAN	UBP42_HUMAN	5-star
P53_HUMAN	VDR_HUMAN	5-star
P53_HUMAN	WDR33_HUMAN	5-star
P53_HUMAN	WWOX_HUMAN	5-star
P53_HUMAN	XRCC6_HUMAN	5-star
P53_HUMAN	ZCH10_HUMAN	5-star
P53_HUMAN	ZMIZ1_HUMAN	5-star
P53_HUMAN	ZN420_HUMAN	5-star
P53_HUMAN	ZNF24_HUMAN	5-star
P53_HUMAN	AIMP2_HUMAN	5-star
P53_HUMAN	ATM_HUMAN	5-star
P53_HUMAN	BCL2_HUMAN	5-star
P53_HUMAN	CCDC8_HUMAN	5-star
P53_HUMAN	CDK1_HUMAN	5-star
P53_HUMAN	CDK9_HUMAN	5-star
P53_HUMAN	DVL2_HUMAN	5-star
P53_HUMAN	G3BP1_HUMAN	5-star
P53_HUMAN	G3BP2_HUMAN	5-star
P53_HUMAN	GUSP1_HUMAN	5-star
P53_HUMAN	HECW1_HUMAN	5-star
P53_HUMAN	HNRL1_HUMAN	5-star
P53_HUMAN	K0087_HUMAN	5-star
P53_HUMAN	KAT6A_HUMAN	5-star
P53_HUMAN	KMT2E_HUMAN	5-star
P53_HUMAN	MAGBI_HUMAN	5-star
P53_HUMAN	MDC1_HUMAN	5-star
P53_HUMAN	MEN1_HUMAN	5-star
P53_HUMAN	MIF_HUMAN	5-star
P53_HUMAN	MK14_HUMAN	5-star
P53_HUMAN	MSL2_HUMAN	5-star
P53_HUMAN	PDLI7_HUMAN	5-star
P53_HUMAN	SOCS1_HUMAN	5-star
P53_HUMAN	TCTP_HUMAN	5-star
P53_HUMAN	TTK_HUMAN	5-star
P53_HUMAN	UBE2I_HUMAN	5-star
P53_HUMAN	UBE2N_HUMAN	5-star
P53_HUMAN	UBE4B_HUMAN	5-star
P53_HUMAN	UHRF2_HUMAN	5-star
P53_HUMAN	ARI1A_HUMAN	5-star
P53_HUMAN	BACH1_HUMAN	5-star
P53_HUMAN	BI2L1_HUMAN	5-star
P53_HUMAN	CDC2_HUMAN	5-star
P53_HUMAN	CHK1_HUMAN	5-star
P53_HUMAN	CJ090_HUMAN	5-star
P53_HUMAN	FBX42_HUMAN	5-star
P53_HUMAN	HSP7C_HUMAN	5-star
P53_HUMAN	IMA3_HUMAN	5-star
P53_HUMAN	KAT7_HUMAN	5-star
P53_HUMAN	KMT2A_HUMAN	5-star
P53_HUMAN	MDHC_HUMAN	5-star
P53_HUMAN	MUL1_HUMAN	5-star
P53_HUMAN	PRGC1_HUMAN	5-star
P53_HUMAN	PRS8_HUMAN	5-star
P53_HUMAN	SCAM1_HUMAN	5-star
P53_HUMAN	SMRC1_HUMAN	5-star
P53_HUMAN	SP1_HUMAN	5-star
P53_HUMAN	TAF9_HUMAN	5-star
P53_HUMAN	UBP10_HUMAN	5-star
P53_HUMAN	UBR5_HUMAN	5-star
P53_HUMAN	UT14A_HUMAN	5-star
P53_HUMAN	WDR5_HUMAN	5-star
P53_HUMAN	ZBT7A_HUMAN	5-star
P53_HUMAN	ZBTB2_HUMAN	5-star
P53_HUMAN	BBC3B_HUMAN	5-star
P53_HUMAN	CABL1_HUMAN	5-star
P53_HUMAN	CBP_HUMAN	5-star
P53_HUMAN	HSP74_HUMAN	5-star
P53_HUMAN	PARP1_HUMAN	5-star
P53_HUMAN	RNF38_HUMAN	5-star
P53_HUMAN	RS7_HUMAN	5-star
P53_HUMAN	BCLX_HUMAN	5-star
P53_HUMAN	ING1_HUMAN	5-star
P53_HUMAN	PDCD5_HUMAN	5-star
P53_HUMAN	PRKDC_HUMAN	5-star
P53_HUMAN	TOPK_HUMAN	5-star
P53_HUMAN	TRIA1_HUMAN	5-star
P53_HUMAN	BLM_HUMAN	5-star
P53_HUMAN	GPS2_HUMAN	5-star
P53_HUMAN	HERC2_HUMAN	5-star
P53_HUMAN	HMG1_HUMAN	5-star
P53_HUMAN	HSPB1_HUMAN	5-star
P53_HUMAN	KC1A_HUMAN	5-star
P53_HUMAN	SMRD1_HUMAN	5-star
P53_HUMAN	SOSB1_HUMAN	5-star
P53_HUMAN	TRI27_HUMAN	5-star
P53_HUMAN	CSN2_HUMAN	5-star
P53_HUMAN	GCR_HUMAN	5-star
P53_HUMAN	PPIF_HUMAN	5-star
P53_HUMAN	CAN1_HUMAN	5-star
P53_HUMAN	GRP78_HUMAN	5-star
P53_HUMAN	TRRAP_HUMAN	5-star
P53_HUMAN	CDK7_HUMAN	5-star
P53_HUMAN	GNL3L_HUMAN	5-star
P53_HUMAN	MUC1_HUMAN	5-star
P53_HUMAN	RYBP_HUMAN	5-star
P53_HUMAN	SET_HUMAN	5-star
P53_HUMAN	UBP29_HUMAN	5-star
P53_HUMAN	1433G_HUMAN	5-star
P53_HUMAN	ANKR2_HUMAN	5-star
P53_HUMAN	BARD1_HUMAN	5-star
P53_HUMAN	CCNH_HUMAN	5-star
P53_HUMAN	SIN3A_HUMAN	5-star
P53_HUMAN	THIO_HUMAN	5-star
P53_HUMAN	VRK1_HUMAN	5-star
P53_HUMAN	HDAC3_HUMAN	5-star
P53_HUMAN	MK08_HUMAN	5-star
P53_HUMAN	NCOA1_HUMAN	5-star
P53_HUMAN	NFYA_HUMAN	5-star
P53_HUMAN	PIAS1_HUMAN	5-star
P53_HUMAN	BRCC3_HUMAN	5-star
P53_HUMAN	IMA1_HUMAN	5-star
P53_HUMAN	MTOR_HUMAN	5-star
P53_HUMAN	PERP_HUMAN	5-star
P53_HUMAN	RBBP5_HUMAN	5-star
P53_HUMAN	BRD7_HUMAN	5-star
P53_HUMAN	FBW1A_HUMAN	5-star
P53_HUMAN	S10A2_HUMAN	5-star
P53_HUMAN	ABL1_HUMAN	5-star
P53_HUMAN	BRE_HUMAN	5-star
P53_HUMAN	HSP71_HUMAN	5-star
P53_HUMAN	NCOA2_HUMAN	5-star
P53_HUMAN	S10A4_HUMAN	5-star
P53_HUMAN	SETD2_HUMAN	5-star
P53_HUMAN	SIN3B_HUMAN	5-star
P53_HUMAN	WRN_HUMAN	5-star
P53_HUMAN	CARM1_HUMAN	5-star
P53_HUMAN	G3P_HUMAN	5-star
P53_HUMAN	RASH_HUMAN	5-star
P53_HUMAN	ANXA2_HUMAN	5-star
P53_HUMAN	MDM4_HUMAN	5-star
P53_HUMAN	PPM1D_HUMAN	5-star
P53_HUMAN	UBP11_HUMAN	5-star
P53_HUMAN	ESR1_HUMAN	5-star
P53_HUMAN	HD_HUMAN	5-star
P53_HUMAN	MSH6_HUMAN	5-star
P53_HUMAN	P73_HUMAN	5-star
P53_HUMAN	TOP1_HUMAN	5-star
P53_HUMAN	DNMT1_HUMAN	5-star
P53_HUMAN	UBP7_HUMAN	5-star
P53_HUMAN	CFLAR_HUMAN	5-star
P53_HUMAN	KLF6_HUMAN	5-star
P53_HUMAN	ERCC3_HUMAN	5-star
P53_HUMAN	WT1_HUMAN	5-star
P53_HUMAN	ELL_HUMAN	5-star
P53_HUMAN	ETS1_HUMAN	5-star
P53_HUMAN	NUMB_HUMAN	5-star
P53_HUMAN	CDK8_HUMAN	5-star
P53_HUMAN	PRI1_HUMAN	5-star
P53_HUMAN	APEX1_HUMAN	5-star
P53_HUMAN	NMT1_HUMAN	5-star
P53_HUMAN	PCDA4_HUMAN	5-star
P53_HUMAN	CSN1_HUMAN	5-star
P53_HUMAN	CHK2_HUMAN	5-star
P53_HUMAN	NMT2_HUMAN	5-star
P53_HUMAN	RFC1_HUMAN	5-star
P53_HUMAN	TGFB1_HUMAN	5-star
P53_HUMAN	BHE40_HUMAN	5-star
P53_HUMAN	PP4C_HUMAN	5-star
P53_HUMAN	SENP3_HUMAN	5-star
P53_HUMAN	SNAI1_HUMAN	5-star
P53_HUMAN	EPHA3_HUMAN	5-star
P53_HUMAN	MED21_HUMAN	5-star
P53_HUMAN	UIMC1_HUMAN	5-star
P53_HUMAN	CRYAB_HUMAN	5-star
P53_HUMAN	MNDA_HUMAN	5-star
P53_HUMAN	TAF1B_HUMAN	5-star
P53_HUMAN	PML_HUMAN	5-star
P53_HUMAN	TAF1A_HUMAN	5-star
P53_HUMAN	CENPX_HUMAN	5-star
P53_HUMAN	MKRN1_HUMAN	5-star
P53_HUMAN	P52K_HUMAN	5-star
P53_HUMAN	ZNHI1_HUMAN	5-star
P53_HUMAN	CDN2C_HUMAN	5-star
P53_HUMAN	RSMN_HUMAN	5-star
P53_HUMAN	TAF1_HUMAN	5-star
P53_HUMAN	UBE2A_HUMAN	5-star
P53_HUMAN	ZMY11_HUMAN	5-star
P53_HUMAN	XPO1_HUMAN	5-star
P53_HUMAN	TIF1A_HUMAN	5-star
P53_HUMAN	ATF3_HUMAN	5-star
P53_HUMAN	E2AK2_HUMAN	5-star
P53_HUMAN	HS90A_HUMAN	5-star
P53_HUMAN	KC1D_HUMAN	5-star
P53_HUMAN	SNUT2_HUMAN	5-star
P53_HUMAN	WDR48_HUMAN	5-star
P53_HUMAN	ANDR_HUMAN	5-star
P53_HUMAN	TIGAR_HUMAN	5-star
P53_HUMAN	E2F1_HUMAN	5-star
P53_HUMAN	EPHA2_HUMAN	5-star
P53_HUMAN	CCNG1_HUMAN	5-star
P53_HUMAN	NP1L1_HUMAN	5-star
P53_HUMAN	SUMO3_HUMAN	5-star
P53_HUMAN	DYRK2_HUMAN	5-star
P53_HUMAN	HDAC9_HUMAN	5-star
P53_HUMAN	IGF1R_HUMAN	5-star
P53_HUMAN	PLK1_HUMAN	5-star
P53_HUMAN	BRCA2_HUMAN	5-star
P53_HUMAN	MAP9_HUMAN	5-star
P53_HUMAN	ITCH_HUMAN	5-star
P53_HUMAN	KDM4D_HUMAN	5-star
P53_HUMAN	CCNA2_HUMAN	5-star
P53_HUMAN	H2AX_HUMAN	5-star
P53_HUMAN	PRPK_HUMAN	5-star
P53_HUMAN	SRSF1_HUMAN	5-star
P53_HUMAN	IF16_HUMAN	5-star
P53_HUMAN	NDRG1_HUMAN	5-star
P53_HUMAN	PTEN_HUMAN	5-star
P53_HUMAN	AAKB1_HUMAN	5-star
P53_HUMAN	ANM5_HUMAN	5-star
P53_HUMAN	CABL2_HUMAN	5-star
P53_HUMAN	KPCD_HUMAN	5-star
P53_HUMAN	TPIP1_HUMAN	5-star
P53_HUMAN	RFFL_HUMAN	5-star
P53_HUMAN	SNF5_HUMAN	5-star
P53_HUMAN	UCHL1_HUMAN	5-star
P53_HUMAN	MK10_HUMAN	5-star
P53_HUMAN	NCOA3_HUMAN	5-star
P53_HUMAN	PTTG1_HUMAN	5-star
P53_HUMAN	ANM1_HUMAN	5-star
P53_HUMAN	BBC3_HUMAN	5-star
P53_HUMAN	UBE3A_HUMAN	5-star
P53_HUMAN	SKP2_HUMAN	5-star
P53_HUMAN	VRK2_HUMAN	5-star
P53_HUMAN	GSK3B_HUMAN	5-star
P53_HUMAN	PHF20_HUMAN	5-star
P53_HUMAN	PP1A_HUMAN	5-star
P53_HUMAN	ANK2_HUMAN	5-star
P53_HUMAN	MBB1A_HUMAN	5-star
P53_HUMAN	PTTG_HUMAN	5-star
P53_HUMAN	SQSTM_HUMAN	5-star
P53_HUMAN	STK6_HUMAN	5-star
P53_HUMAN	TEC_HUMAN	5-star
P53_HUMAN	VPRBP_HUMAN	5-star
P53_HUMAN	PPRB_HUMAN	5-star
P53_HUMAN	TAF9B_HUMAN	5-star
P53_HUMAN	CD40L_HUMAN	5-star
P53_HUMAN	NQO2_HUMAN	5-star
P53_HUMAN	BTK_HUMAN	5-star
P53_HUMAN	FOS_HUMAN	5-star
P53_HUMAN	HIPK2_HUMAN	5-star
P53_HUMAN	CDN1A_HUMAN	5-star
P53_HUMAN	APOH_HUMAN	5-star
P53_HUMAN	MAT1_HUMAN	5-star
P53_HUMAN	AURKB_HUMAN	5-star
P53_HUMAN	BAXA_HUMAN	5-star
P53_HUMAN	S10A6_HUMAN	5-star
P53_HUMAN	TAD2A_HUMAN	5-star
P53_HUMAN	CEBPB_HUMAN	5-star
P53_HUMAN	RL11_HUMAN	5-star
P53_HUMAN	EWS_HUMAN	5-star
P53_HUMAN	SUMO1_HUMAN	5-star
P53_HUMAN	SETD8_HUMAN	5-star
P53_HUMAN	GA45A_HUMAN	5-star
P53_HUMAN	ANXA7_HUMAN	5-star
P53_HUMAN	F173A_HUMAN	5-star
P53_HUMAN	PSD11_HUMAN	5-star
P53_HUMAN	RAP1B_HUMAN	5-star
P53_HUMAN	RD23A_HUMAN	5-star
P53_HUMAN	UFD1_HUMAN	5-star
P53_HUMAN	SHSA5_HUMAN	5-star
P53_HUMAN	ETHE1_HUMAN	5-star
P53_HUMAN	ETS2_HUMAN	5-star
P53_HUMAN	NCOR1_HUMAN	5-star
P53_HUMAN	CDK2_HUMAN	5-star
P53_HUMAN	CTBP1_HUMAN	5-star
P53_HUMAN	SERPH_HUMAN	5-star
P53_HUMAN	RL26_HUMAN	5-star
P53_HUMAN	2ABB_HUMAN	5-star
P53_HUMAN	DUS26_HUMAN	5-star
P53_HUMAN	TAF6_HUMAN	5-star
P53_HUMAN	CD44_HUMAN	5-star
P53_HUMAN	ERCC2_HUMAN	5-star
P53_HUMAN	TOE1_HUMAN	5-star
P53_HUMAN	DTL_HUMAN	5-star
P53_HUMAN	CUL4A_HUMAN	5-star
P53_HUMAN	ZN668_HUMAN	5-star
P53_HUMAN	CHD8_HUMAN	5-star
P53_HUMAN	HMGA1_HUMAN	5-star
P53_HUMAN	SUPT3_HUMAN	5-star
P53_HUMAN	TAF10_HUMAN	5-star
P53_HUMAN	HDAC1_HUMAN	5-star
P53_HUMAN	SMUF1_HUMAN	5-star
P53_HUMAN	SKI_HUMAN	5-star
P53_HUMAN	STK11_HUMAN	5-star
P53_HUMAN	GDF15_HUMAN	5-star
P53_HUMAN	ACL6A_HUMAN	5-star
P53_HUMAN	PRDM2_HUMAN	5-star
P53_HUMAN	ACTS_HUMAN	5-star
P53_HUMAN	CCAR1_HUMAN	5-star
P53_HUMAN	HMGB2_HUMAN	5-star
P53_HUMAN	FKBP3_HUMAN	5-star
P53_HUMAN	PHF1_HUMAN	5-star
P53_HUMAN	RNF43_HUMAN	5-star
P53_HUMAN	TERA_HUMAN	5-star
P53_HUMAN	KAT2A_HUMAN	5-star
P53_HUMAN	CSN3_HUMAN	5-star
P53_HUMAN	HECW2_HUMAN	5-star
P53_HUMAN	RNF34_HUMAN	5-star
P53_HUMAN	FBX4_HUMAN	5-star
P53_HUMAN	PAIRB_HUMAN	5-star
P53_HUMAN	NUB1_HUMAN	5-star
P53_HUMAN	PRAM_HUMAN	5-star
P53_HUMAN	ST65G_HUMAN	5-star
P53_HUMAN	TADA1_HUMAN	5-star
P53_HUMAN	TAF5L_HUMAN	5-star
P53_HUMAN	USO1_HUMAN	5-star
P53_HUMAN	XRCC1_HUMAN	5-star
P53_HUMAN	PAI1_HUMAN	5-star
P53_HUMAN	AGO2_HUMAN	5-star
P53_HUMAN	CSN4_HUMAN	5-star
P53_HUMAN	CSN6_HUMAN	5-star
P53_HUMAN	CSN7A_HUMAN	5-star
